,Angle,Left Hip X,Left Hip Y,Right Hip X,Right Hip Y,Left Knee X,Left Knee Y,Right Knee X,Right Knee Y,Left Foot X,Left Foot Y,Right Foot X,Right Foot Y
0,177.3953496,0.639474511,1.348940372,0.42405957,1.328496933,0.644888759,1.998422742,0.423250973,1.935954571,0.561450243,1.998422742,0.423250973,2.649930477
1,177.7733183,0.640166163,1.369611979,0.425525427,1.363596559,0.644988894,2.026566505,0.428393424,1.984010935,0.568733811,2.026566505,0.428393424,2.720935345
2,177.7824007,0.639846206,1.369295478,0.425168276,1.36475575,0.644755721,2.029643536,0.428385913,1.997012377,0.573356092,2.029643536,0.428385913,2.738598347
3,177.6560862,0.639842927,1.373947263,0.424684614,1.369240999,0.646390915,2.034618378,0.428297907,2.005901098,0.57822144,2.034618378,0.428297907,2.751530409
4,177.5446892,0.639369071,1.373807192,0.422135055,1.368252277,0.647267461,2.037785769,0.428093374,2.008538246,0.577377439,2.037785769,0.428093374,2.757377863
5,177.5568261,0.639376462,1.380635619,0.422119915,1.379337668,0.650263667,2.050753355,0.435513884,2.023362637,0.580397248,2.050753355,0.435513884,2.770435333
6,177.1227313,0.63936466,1.365345716,0.424165875,1.362380505,0.648080468,2.048661709,0.435096115,2.021038055,0.565668702,2.048661709,0.435096115,2.758968353
7,177.124961,0.637763739,1.365508556,0.427515268,1.362030745,0.645910382,2.046280861,0.438125044,2.015035152,0.55930078,2.046280861,0.438125044,2.75914216
8,177.4217285,0.637802601,1.372388482,0.427584559,1.369140744,0.646585584,2.05440855,0.437823594,2.017899513,0.565524578,2.05440855,0.437823594,2.768283606
9,177.439081,0.641385853,1.377423048,0.428238451,1.376194358,0.651157498,2.070738792,0.44301787,2.02685976,0.571136177,2.070738792,0.44301787,2.775285959
10,177.454259,0.64199096,1.37717855,0.429130137,1.375585198,0.65537703,2.067158937,0.446570069,2.023809671,0.588882089,2.067158937,0.446570069,2.770674944
11,177.3875163,0.64215368,1.376981735,0.429094881,1.375382781,0.655490875,2.069200754,0.44579345,2.024329185,0.589825988,2.069200754,0.44579345,2.770859003
12,177.3133564,0.641194642,1.382291794,0.428561747,1.380953431,0.654609263,2.075760126,0.445315182,2.03156209,0.587914526,2.075760126,0.445315182,2.780681133
13,177.5234884,0.640731454,1.383504152,0.428580135,1.38372314,0.650495887,2.079593182,0.443305165,2.031309128,0.586687446,2.079593182,0.443305165,2.781876564
14,177.1661663,0.640081823,1.38848865,0.427409321,1.387119651,0.650484622,2.084308147,0.443098128,2.038641453,0.584826589,2.084308147,0.443098128,2.791190147
15,177.2208468,0.639845788,1.390255094,0.42717129,1.389681458,0.64970094,2.085344791,0.442911923,2.042214394,0.581128061,2.085344791,0.442911923,2.79492569
16,177.1887552,0.640203893,1.393593311,0.427160412,1.393467903,0.650008678,2.096316576,0.442041308,2.047141314,0.58137846,2.096316576,0.442041308,2.800245047
17,176.9861023,0.639953613,1.39055717,0.42715162,1.389886498,0.649977267,2.095978975,0.441859156,2.046096563,0.578103542,2.095978975,0.441859156,2.799285889
18,177.2359709,0.639912963,1.390322328,0.426639408,1.389241934,0.647157431,2.093754768,0.437553942,2.046924114,0.573324621,2.093754768,0.437553942,2.801579237
19,177.3800725,0.639920235,1.390110493,0.426730454,1.388952017,0.647846222,2.092327356,0.439694941,2.04650712,0.576706231,2.092327356,0.439694941,2.802288532
20,177.2948911,0.639919639,1.390054464,0.426816553,1.389559984,0.648280501,2.091279507,0.439667076,2.046374321,0.577278376,2.091279507,0.439667076,2.804153204
21,176.6578578,0.640022337,1.391835928,0.427680641,1.39434886,0.654546976,2.094653845,0.44659695,2.05644989,0.58428216,2.094653845,0.44659695,2.809329987
22,176.6098579,0.639301479,1.391706944,0.427484185,1.393382311,0.653544307,2.094256639,0.442730993,2.055308104,0.576371551,2.094256639,0.442730993,2.808043003
23,177.3277621,0.639359772,1.391956687,0.427402496,1.393121839,0.649163187,2.094141006,0.439868867,2.05482769,0.574056089,2.094141006,0.439868867,2.807102203
24,177.0774223,0.639476895,1.397845507,0.427381516,1.399368167,0.650603235,2.103684902,0.439672947,2.06039238,0.577237129,2.103684902,0.439672947,2.817040443
25,176.897366,0.638699293,1.397899985,0.425373971,1.399146795,0.64793098,2.104502201,0.433151156,2.059698343,0.569297135,2.104502201,0.433151156,2.815772057
26,176.9329375,0.638821423,1.397905588,0.425294548,1.398752093,0.647898912,2.104038239,0.433272779,2.060891628,0.569418967,2.104038239,0.433272779,2.815209866
27,176.9436239,0.639086068,1.397802472,0.425369412,1.398460746,0.649977386,2.104579687,0.433368117,2.060457945,0.57597661,2.104579687,0.433368117,2.815922022
28,177.4356206,0.63905549,1.401004672,0.425217062,1.401286721,0.646972597,2.108832836,0.432986885,2.065117836,0.574351966,2.108832836,0.432986885,2.819379568
29,177.7604553,0.638763309,1.404488206,0.424362838,1.402979255,0.644930005,2.108682156,0.431853294,2.065401554,0.57414937,2.108682156,0.431853294,2.820138931
30,177.6828047,0.638571024,1.40483892,0.424344689,1.402879238,0.645098686,2.108650446,0.432040215,2.065630674,0.574202657,2.108650446,0.432040215,2.821341038
31,177.5705591,0.638668716,1.408228278,0.424346507,1.408967733,0.645302653,2.118322134,0.432097197,2.075933218,0.57553947,2.118322134,0.432097197,2.83743906
32,177.5348639,0.638834834,1.409209371,0.424316555,1.411431074,0.645519257,2.118099689,0.43283534,2.075990915,0.579149604,2.118099689,0.43283534,2.83722353
33,177.8835721,0.63966912,1.409207821,0.425202519,1.412332535,0.646823764,2.116988659,0.437093496,2.07723856,0.584965408,2.116988659,0.437093496,2.836122274
34,178.2199746,0.639667571,1.409757853,0.424964994,1.413183212,0.644663334,2.116420507,0.437220395,2.078938961,0.581459582,2.116420507,0.437220395,2.835585356
35,178.0970117,0.639911473,1.402122498,0.42486605,1.40107882,0.644332051,2.101030588,0.433329761,2.06738615,0.579651237,2.101030588,0.433329761,2.83073473
36,178.2347119,0.643407941,1.40500176,0.430126518,1.402204275,0.648180604,2.107767582,0.441270262,2.086237192,0.583538592,2.107767582,0.441270262,2.844632864
37,177.7001328,0.648278654,1.406941175,0.429954469,1.406366944,0.656336546,2.12543869,0.439882517,2.087507963,0.588168979,2.12543869,0.439882517,2.843976259
38,178.0236835,0.651196837,1.395642161,0.429820776,1.399653912,0.660642385,2.10408473,0.439883798,2.042946339,0.604793131,2.10408473,0.439883798,2.784898996
39,179.9714997,0.638074756,1.069912076,0.429972559,1.073392153,0.648182094,1.862668395,0.439518541,1.745292783,0.594064832,1.862668395,0.439518541,2.543563128
40,143.2055143,0.63774693,0.895349026,0.432879686,0.894463539,0.738570452,1.27962625,0.358320177,1.278728247,0.578497231,1.27962625,0.358320177,1.761448026
41,151.8560902,0.639582276,0.727793813,0.448164374,0.698383152,0.705030322,1.288129449,0.37301141,1.02881062,0.548976779,1.288129449,0.37301141,1.815598845
42,175.2050633,0.618539989,0.620834053,0.447520584,0.59072125,0.620734513,1.191559553,0.382900983,0.972803831,0.52493763,1.191559553,0.382900983,1.616828442
43,173.6470346,0.572516859,0.687991202,0.426258743,0.653486311,0.597211838,1.113069773,0.388737947,1.019641995,0.504003525,1.113069773,0.388737947,1.750799537
44,176.562613,0.555647314,0.671313524,0.422405958,0.670092165,0.570612967,1.007878065,0.403190672,0.995189726,0.514510214,1.007878065,0.403190672,1.67001009
45,177.734676,0.541845918,0.612306714,0.41669029,0.601898789,0.543299913,0.940881968,0.402033985,0.932284713,0.480649948,0.940881968,0.402033985,1.570752501
46,-176.7177633,0.537045002,0.608644187,0.415933371,0.602034271,0.515069127,0.944823205,0.401928812,0.942202866,0.460435152,0.944823205,0.401928812,1.463062048
47,-177.5574409,0.530176461,0.581570327,0.416768551,0.5774405,0.511564314,0.909923971,0.402206004,0.915664494,0.467209876,0.909923971,0.402206004,1.424715638
48,-173.300318,0.44742173,0.514549673,0.431567609,0.524426818,0.427235186,0.880976558,0.457009703,0.885745227,0.415188015,0.880976558,0.457009703,1.322417259
49,-177.7145332,0.478336006,0.412255019,0.396954864,0.410798103,0.463664144,0.872806191,0.416928619,0.873853385,0.443359077,0.872806191,0.416928619,1.428096533
50,180.0855521,0.44520846,0.403907508,0.401212931,0.408833057,0.449454248,0.914269447,0.41291219,0.865205407,0.407882601,0.914269447,0.41291219,1.383016825
51,-176.9906202,0.410726219,0.269610137,0.414333165,0.295326203,0.399052233,0.772199988,0.439902693,0.770341516,0.370685935,0.772199988,0.439902693,1.265690327
52,-179.819085,0.406445175,0.392046809,0.445161521,0.395214856,0.395553261,0.818615198,0.472706497,0.824442625,0.358994395,0.818615198,0.472706497,1.246688604
53,176.2075116,0.424569756,0.512777209,0.444877326,0.509123743,0.426990092,0.831479311,0.447985411,0.875395358,0.398042351,0.831479311,0.447985411,1.339440465
54,169.2386826,0.428726017,0.580581129,0.449483395,0.586854637,0.441661775,0.882626772,0.445451587,0.892791986,0.401233256,0.882626772,0.445451587,1.34535706
55,171.582364,0.450716794,0.576773584,0.459310621,0.57910651,0.454909712,0.87784493,0.458111852,0.885111094,0.472439229,0.87784493,0.458111852,1.343340755
56,-186.9296274,0.465245783,0.583761692,0.459379017,0.579690933,0.460676759,0.86936307,0.469960868,0.875421405,0.484609425,0.86936307,0.469960868,1.284182787
57,-185.6422863,0.477562577,0.589383423,0.46416387,0.586565495,0.462617308,0.862070382,0.47140947,0.88003546,0.485674053,0.862070382,0.47140947,1.228078961
58,-183.9807658,0.481718391,0.584780693,0.463438749,0.582470894,0.463467211,0.829345047,0.475097895,0.843888283,0.484508216,0.829345047,0.475097895,1.161505461
59,-184.3665847,0.483309835,0.580483139,0.461232185,0.567255378,0.463555574,0.82174021,0.474730551,0.830513656,0.47977829,0.82174021,0.474730551,1.155204892
60,-185.3873786,0.483370215,0.57894814,0.451911598,0.557551384,0.464057833,0.821145952,0.458459556,0.822543919,0.458743006,0.821145952,0.458459556,1.15955627
61,-188.1048322,0.481034756,0.582808256,0.430040359,0.557989776,0.470415771,0.837485254,0.417356431,0.833110392,0.458976805,0.837485254,0.417356431,1.170575619
62,171.2351113,0.469452381,0.581190646,0.39938876,0.554803133,0.472771108,0.845311403,0.388499886,0.838968515,0.460119545,0.845311403,0.388499886,1.159078598
63,166.4086374,0.460544765,0.579398274,0.382890522,0.547111988,0.484907478,0.848359942,0.37502858,0.840366364,0.467974484,0.848359942,0.37502858,1.173927426
64,172.0288614,0.458327681,0.565364301,0.379543215,0.530011594,0.481630236,0.850822687,0.373781234,0.838137984,0.472941577,0.850822687,0.373781234,1.172796488
65,176.7929588,0.461528629,0.564367712,0.380596668,0.528126717,0.469079405,0.878201783,0.37098068,0.851563096,0.452970684,0.878201783,0.37098068,1.170077085
66,175.753187,0.463681281,0.561645746,0.38469854,0.517486453,0.468563944,0.878045917,0.359568298,0.810752809,0.449269861,0.878045917,0.359568298,1.121659279
67,176.5033197,0.473225534,0.560262263,0.390446126,0.514888704,0.476030171,0.87938565,0.354664952,0.7852512,0.451234281,0.87938565,0.354664952,0.975073338
68,173.1216391,0.483736992,0.560451627,0.393239558,0.513076842,0.487563908,0.891878426,0.350491524,0.802665651,0.436425686,0.891878426,0.350491524,1.05632031
69,171.0608043,0.485957235,0.551667988,0.389384747,0.50624913,0.494460434,0.910271883,0.344144285,0.827308059,0.440501839,0.910271883,0.344144285,1.12066102
70,154.841544,0.48269558,0.533605516,0.36552006,0.498800308,0.546114147,0.888325512,0.327932596,0.848169267,0.487938643,0.888325512,0.327932596,1.190136909
71,152.227519,0.48007378,0.537936807,0.352879405,0.503750205,0.576095939,0.865685463,0.33176589,0.799066305,0.547900259,0.865685463,0.33176589,1.202929854
72,89.27070563,0.485187709,0.593404949,0.358101547,0.560947716,0.58068049,0.95151937,0.342557013,0.942868233,0.555580497,0.95151937,0.342557013,1.166457176
73,66.33039593,0.510801435,0.679684222,0.365981519,0.629121363,0.630357385,0.996208191,0.328206778,0.953152537,0.525050998,0.996208191,0.328206778,1.147293568
74,63.3384364,0.531049013,0.783859789,0.369165003,0.75652653,0.683761001,0.997844934,0.289557666,1.002448201,0.34674722,0.997844934,0.289557666,1.196015835
75,70.60339672,0.533798575,0.908324182,0.372500747,0.885643423,0.651603222,1.18464458,0.297484696,1.173171043,0.32600677,1.18464458,0.297484696,1.372670054
76,117.9604514,0.545383334,0.975308418,0.373775989,0.967860818,0.656523705,1.351332903,0.313939244,1.405979633,0.38052398,1.351332903,0.313939244,1.76474607
77,158.0232494,0.547576547,1.100827456,0.375851333,1.029177547,0.610718548,1.654308796,0.354355395,1.60414803,0.423285484,1.654308796,0.354355395,2.153973818
78,171.3347979,0.56361258,1.093387365,0.381247491,1.026448369,0.598624229,1.701705456,0.384979188,1.63595736,0.507924318,1.701705456,0.384979188,2.263914824
79,167.9764376,0.557996631,1.102326751,0.38121444,1.037167549,0.597282588,1.691406965,0.382077754,1.612888932,0.493699074,1.691406965,0.382077754,2.258195162
80,172.3626769,0.553603411,1.096802235,0.380490839,1.042856574,0.591762483,1.682395935,0.384646803,1.649744511,0.509478033,1.682395935,0.384646803,2.310872316
81,175.9960758,0.55055058,1.028229952,0.380463779,1.017614841,0.589402556,1.694244862,0.381539017,1.61459589,0.534237146,1.694244862,0.381539017,2.280576229
82,173.8366268,0.554615915,1.005847573,0.380572945,1.008831739,0.595527709,1.675660491,0.379549623,1.588907242,0.530191004,1.675660491,0.379549623,2.24557066
83,173.7948228,0.555713177,0.993516207,0.380720615,1.00472796,0.605800688,1.65115869,0.38721016,1.5714674,0.547174811,1.65115869,0.38721016,2.229043007
84,171.7696454,0.558020771,0.987624109,0.382629782,1.003000379,0.611269057,1.617200613,0.390634954,1.569364548,0.540726662,1.617200613,0.390634954,2.22600317
85,158.9560396,0.556429029,0.980913222,0.381596148,1.00252533,0.667452455,1.526541352,0.383885622,1.53489399,0.553635478,1.526541352,0.383885622,2.187079906
86,158.765507,0.55377543,0.978229165,0.376035988,0.991714716,0.657077014,1.500357389,0.377777517,1.514971614,0.552357912,1.500357389,0.377777517,2.155425072
87,159.7987672,0.554135323,0.977537036,0.373807788,0.992253304,0.65074861,1.500175953,0.365907311,1.523578167,0.545736492,1.500175953,0.365907311,2.179811478
88,155.1801384,0.553180516,0.97495687,0.364943892,0.991308689,0.66896075,1.454670668,0.352639019,1.526077151,0.541706443,1.454670668,0.352639019,2.207582474
89,157.5900246,0.552560925,0.971678853,0.361179709,0.987795711,0.666015983,1.460380554,0.339327633,1.518348336,0.555065453,1.460380554,0.339327633,2.181897402
90,159.02965,0.552731931,0.952626109,0.362728298,0.984800994,0.662290394,1.465431094,0.339174569,1.514669776,0.564132631,1.465431094,0.339174569,2.176584959
91,150.2954675,0.554016411,0.956546962,0.363046706,0.984161973,0.694095492,1.449185371,0.328035176,1.518578887,0.560051978,1.449185371,0.328035176,2.199253321
92,154.2293443,0.560653567,0.952064514,0.375645489,0.978193521,0.685513914,1.469298959,0.357439458,1.515706539,0.565646768,1.469298959,0.357439458,2.188220978
93,157.3487709,0.564506412,0.950776339,0.380546689,0.973814905,0.679665506,1.492343783,0.365663886,1.514759541,0.565191388,1.492343783,0.365663886,2.207405329
94,157.5617432,0.565091908,0.956626236,0.383788943,0.973836601,0.677437842,1.500093222,0.364902318,1.513658524,0.555904746,1.500093222,0.364902318,2.212135553
95,161.4697044,0.564102054,0.959102035,0.384219676,0.966079712,0.657755435,1.503911853,0.36173147,1.512320757,0.550448954,1.503911853,0.36173147,2.203921795
96,166.7968508,0.563731611,0.968505502,0.384154022,0.966806531,0.632314801,1.553637981,0.374909252,1.53466785,0.534362733,1.553637981,0.374909252,2.199186087
97,87.50188504,0.563500524,0.892360687,0.383936882,0.896238089,0.697277188,0.906324506,0.373313159,1.123046756,0.625133395,0.906324506,0.373313159,1.590499759
98,118.4035995,0.566409945,0.708328485,0.393251181,0.714599788,0.696729302,0.880316854,0.34991318,0.852503538,0.559498608,0.880316854,0.34991318,1.347368956
99,172.9337506,0.565820456,0.627092898,0.406922191,0.617276788,0.572761297,1.098331094,0.365685344,0.914217472,0.489846617,1.098331094,0.365685344,1.552042961
100,-182.1283813,0.547451258,0.434878826,0.407415718,0.46552074,0.538949192,0.807090104,0.409119844,0.794503808,0.50233829,0.807090104,0.409119844,1.289799213
101,-185.2347733,0.517926574,0.393418759,0.424713433,0.420542449,0.513579488,0.832728565,0.42967549,0.771881282,0.504589319,0.832728565,0.42967549,1.256169915
102,169.906263,0.501254439,0.403640479,0.423377097,0.442235023,0.522548676,0.744296491,0.431451887,0.756052256,0.508970439,0.744296491,0.431451887,1.195307255
103,169.567341,0.492646933,0.359012336,0.42166248,0.396657526,0.518505692,0.662808657,0.428504169,0.738553166,0.544833124,0.662808657,0.428504169,1.180840015
104,168.5070486,0.501028419,0.354930907,0.43811816,0.371115059,0.509370267,0.65426439,0.446473837,0.694598496,0.518098056,0.65426439,0.446473837,1.191609502
105,-187.3470355,0.491068661,0.413494736,0.439861625,0.418611646,0.4668715,0.757490695,0.438333601,0.741709828,0.413570493,0.757490695,0.438333601,1.111480594
106,-183.5858513,0.480483919,0.43432343,0.448844671,0.431932032,0.467435449,0.743396342,0.454067707,0.720991373,0.443283319,0.743396342,0.454067707,0.959527016
107,178.9844877,0.462597281,0.397859901,0.451239586,0.40588215,0.463302702,0.691532552,0.459187269,0.660875082,0.463849127,0.691532552,0.459187269,0.972380996
108,-141.5517171,0.459866107,0.643137693,0.451037884,0.714366972,0.449117422,0.678657591,0.460570037,0.709115446,0.462109238,0.678657591,0.460570037,0.633265376
109,172.6576124,0.449776888,0.616871417,0.447734445,0.6336959,0.460027784,0.719520569,0.455036461,0.697556138,0.43101868,0.719520569,0.455036461,0.844231606
110,-133.3347249,0.460578114,0.762910724,0.445658058,0.792253256,0.490296036,0.67846477,0.453910112,0.668131113,0.448216736,0.67846477,0.453910112,0.530271113
111,149.7530598,0.464757532,0.449306071,0.448219359,0.439671159,0.491226196,0.700799108,0.456005663,0.650903761,0.476865292,0.700799108,0.456005663,0.849721193
112,164.6483751,0.469875097,0.337213486,0.459472835,0.340218693,0.489376307,0.607586682,0.469151646,0.601128459,0.496707767,0.607586682,0.469151646,0.917765915
113,171.3261472,0.480352491,0.335575163,0.463128388,0.32668975,0.485679388,0.578447521,0.469504267,0.58721596,0.50506103,0.578447521,0.469504267,0.927010596
114,171.6348217,0.479626477,0.338280231,0.463920444,0.330891758,0.480637699,0.568155646,0.469848394,0.569615602,0.500497043,0.568155646,0.469848394,0.92370826
115,-188.4737115,0.479969501,0.335694462,0.464221239,0.334791124,0.478630155,0.567754447,0.469275564,0.570768654,0.498614877,0.567754447,0.469275564,0.923121393
116,170.8903999,0.471301645,0.329780906,0.46542421,0.329119802,0.476622522,0.56382072,0.468455404,0.57069242,0.497305453,0.56382072,0.468455404,0.92271626
117,171.4719786,0.468467414,0.360414475,0.464351714,0.354815006,0.473699987,0.589535594,0.466615617,0.591853976,0.502089262,0.589535594,0.466615617,0.923002601
118,170.5492307,0.457677305,0.335195869,0.464292139,0.338898242,0.470818847,0.577795208,0.465852737,0.582978725,0.500914752,0.577795208,0.465852737,0.922416747
119,170.7054844,0.447982132,0.330504835,0.468342483,0.332876742,0.464672089,0.573153973,0.465612501,0.574581206,0.4933002,0.573153973,0.465612501,0.921107829
120,172.4896392,0.461584985,0.335878044,0.467434257,0.334776759,0.468022496,0.574574709,0.465277582,0.575302064,0.501479089,0.574574709,0.465277582,0.919783354
121,-185.6013674,0.471507847,0.338032871,0.462485224,0.337553412,0.469832569,0.575218141,0.46504879,0.579453468,0.502162635,0.575218141,0.46504879,0.920228124
122,-184.3899889,0.477878511,0.347233355,0.458790928,0.347491801,0.470582098,0.58123064,0.465015739,0.583654761,0.507183015,0.58123064,0.465015739,0.931931615
